
> enterprise-auth-backend@1.0.0 dev
> nodemon --exec "ts-node --transpile-only" src/server.ts

[33m[nodemon] 3.1.11[39m
[33m[nodemon] to restart at any time, enter `rs`[39m
[33m[nodemon] watching path(s): src\**\* prisma\**\*[39m
[33m[nodemon] watching extensions: ts,json[39m
[32m[nodemon] starting `ts-node --transpile-only src/server.ts`[39m
🚀 Server running on port 5000
📱 Environment: development
[Scheduler] Auto-complete scheduler started (runs every minute)
[Cron] Session reminder job registered (every 30 min).
[Announcement-Scheduler] Worker started (every 60 seconds)
[2026-06-02T18:32:11.226Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:32:11.228Z] GET /api/notifications/unread-count
[2026-06-02T18:32:11.231Z] GET /api/trainer/enrollments
[2026-06-02T18:33:11.217Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:33:11.220Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:33:11.222Z] GET /api/notifications/unread-count
[2026-06-02T18:33:11.223Z] GET /api/trainer/enrollments
[2026-06-02T18:34:11.210Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:34:11.224Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:34:11.225Z] GET /api/notifications/unread-count
[2026-06-02T18:34:11.227Z] GET /api/trainer/enrollments
[2026-06-02T18:34:11.229Z] OPTIONS /api/auth/refresh
[2026-06-02T18:34:11.230Z] POST /api/auth/refresh
[2026-06-02T18:34:11.248Z] GET /api/trainer/enrollments
[2026-06-02T18:34:11.250Z] GET /api/notifications/unread-count
[2026-06-02T18:35:11.224Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:35:11.226Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:35:11.229Z] GET /api/notifications/unread-count
[2026-06-02T18:35:11.232Z] GET /api/trainer/enrollments
[2026-06-02T18:36:11.265Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:36:11.274Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:36:11.288Z] GET /api/notifications/unread-count
[2026-06-02T18:36:11.315Z] GET /api/trainer/enrollments
[2026-06-02T18:37:11.239Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:37:11.247Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:37:11.258Z] GET /api/notifications/unread-count
[2026-06-02T18:37:11.274Z] GET /api/trainer/enrollments
[2026-06-02T18:38:11.217Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:38:11.235Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:38:11.239Z] GET /api/notifications/unread-count
[2026-06-02T18:38:11.248Z] GET /api/trainer/enrollments
[2026-06-02T18:39:11.208Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:39:11.220Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:39:11.222Z] GET /api/notifications/unread-count
[2026-06-02T18:39:11.224Z] GET /api/trainer/enrollments
[2026-06-02T18:40:11.225Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:40:11.227Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:40:11.229Z] GET /api/notifications/unread-count
[2026-06-02T18:40:11.231Z] GET /api/trainer/enrollments
[2026-06-02T18:41:11.219Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:41:11.220Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:41:11.228Z] GET /api/notifications/unread-count
[2026-06-02T18:41:11.232Z] GET /api/trainer/enrollments
[2026-06-02T18:42:11.222Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:42:11.224Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:42:11.225Z] GET /api/notifications/unread-count
[2026-06-02T18:42:11.227Z] GET /api/trainer/enrollments
[2026-06-02T18:43:11.207Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:43:11.223Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:43:11.226Z] GET /api/notifications/unread-count
[2026-06-02T18:43:11.229Z] GET /api/trainer/enrollments
[2026-06-02T18:44:11.218Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:44:11.220Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:44:11.221Z] GET /api/notifications/unread-count
[2026-06-02T18:44:11.223Z] GET /api/trainer/enrollments
[2026-06-02T18:45:11.208Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:45:11.210Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:45:11.211Z] GET /api/notifications/unread-count
[2026-06-02T18:45:11.213Z] GET /api/trainer/enrollments
[2026-06-02T18:46:11.219Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:46:11.233Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:46:11.233Z] GET /api/notifications/unread-count
[2026-06-02T18:46:11.235Z] GET /api/trainer/enrollments
[2026-06-02T18:47:11.220Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:47:11.221Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:47:11.224Z] GET /api/notifications/unread-count
[2026-06-02T18:47:11.226Z] GET /api/trainer/enrollments
[2026-06-02T18:48:11.210Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:48:11.226Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:48:11.227Z] GET /api/notifications/unread-count
[2026-06-02T18:48:11.229Z] GET /api/trainer/enrollments
[2026-06-02T18:49:11.214Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:49:11.223Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:49:11.224Z] GET /api/notifications/unread-count
[2026-06-02T18:49:11.227Z] GET /api/trainer/enrollments
[2026-06-02T18:49:11.232Z] OPTIONS /api/auth/refresh
[2026-06-02T18:49:11.233Z] POST /api/auth/refresh
[2026-06-02T18:49:11.258Z] GET /api/trainer/enrollments
[2026-06-02T18:49:11.260Z] GET /api/notifications/unread-count
[2026-06-02T18:50:11.233Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:50:11.234Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:50:11.235Z] GET /api/notifications/unread-count
[2026-06-02T18:50:11.236Z] GET /api/trainer/enrollments
[2026-06-02T18:51:11.212Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:51:11.214Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:51:11.215Z] GET /api/notifications/unread-count
[2026-06-02T18:51:11.218Z] GET /api/trainer/enrollments
[2026-06-02T18:52:11.206Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:52:11.220Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:52:11.225Z] GET /api/notifications/unread-count
[2026-06-02T18:52:11.226Z] GET /api/trainer/enrollments
[2026-06-02T18:53:11.208Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:53:11.209Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:53:11.211Z] GET /api/notifications/unread-count
[2026-06-02T18:53:11.213Z] GET /api/trainer/enrollments
[2026-06-02T18:54:11.216Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:54:11.217Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:54:11.219Z] GET /api/notifications/unread-count
[2026-06-02T18:54:11.220Z] GET /api/trainer/enrollments
[2026-06-02T18:55:11.218Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:55:11.228Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:55:11.230Z] GET /api/notifications/unread-count
[2026-06-02T18:55:11.232Z] GET /api/trainer/enrollments
[2026-06-02T18:56:11.208Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:56:11.223Z] GET /api/notifications/unread-count
[2026-06-02T18:56:11.224Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:56:11.228Z] GET /api/trainer/enrollments
[2026-06-02T18:57:11.212Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:57:11.214Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:57:11.215Z] GET /api/notifications/unread-count
[2026-06-02T18:57:11.217Z] GET /api/trainer/enrollments
[2026-06-02T18:58:11.221Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:58:11.232Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:58:11.233Z] GET /api/notifications/unread-count
[2026-06-02T18:58:11.235Z] GET /api/trainer/enrollments
[2026-06-02T18:59:11.211Z] OPTIONS /api/notifications/unread-count
[2026-06-02T18:59:11.214Z] GET /api/notifications/unread-count
[2026-06-02T18:59:11.217Z] OPTIONS /api/trainer/enrollments
[2026-06-02T18:59:11.219Z] GET /api/trainer/enrollments
[Cron] Running session reminder check...
[2026-06-02T19:00:11.207Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:00:11.208Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:00:11.211Z] GET /api/notifications/unread-count
[2026-06-02T19:00:11.215Z] GET /api/trainer/enrollments
[2026-06-02T19:01:11.213Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:01:11.224Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:01:11.227Z] GET /api/notifications/unread-count
[2026-06-02T19:01:11.229Z] GET /api/trainer/enrollments
[2026-06-02T19:02:11.218Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:02:11.229Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:02:11.234Z] GET /api/notifications/unread-count
[2026-06-02T19:02:11.236Z] GET /api/trainer/enrollments
[2026-06-02T19:03:11.222Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:03:11.223Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:03:11.226Z] GET /api/notifications/unread-count
[2026-06-02T19:03:11.227Z] GET /api/trainer/enrollments
[2026-06-02T19:04:11.220Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:04:11.239Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:04:11.241Z] GET /api/notifications/unread-count
[2026-06-02T19:04:11.243Z] GET /api/trainer/enrollments
[2026-06-02T19:04:11.247Z] OPTIONS /api/auth/refresh
[2026-06-02T19:04:11.248Z] POST /api/auth/refresh
[2026-06-02T19:04:11.270Z] GET /api/trainer/enrollments
[2026-06-02T19:04:11.272Z] GET /api/notifications/unread-count
[2026-06-02T19:05:11.230Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:05:11.233Z] GET /api/notifications/unread-count
[2026-06-02T19:05:11.249Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:05:11.250Z] GET /api/trainer/enrollments
[2026-06-02T19:06:11.224Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:06:11.226Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:06:11.226Z] GET /api/notifications/unread-count
[2026-06-02T19:06:11.228Z] GET /api/trainer/enrollments
[2026-06-02T19:07:11.230Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:07:11.232Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:07:11.233Z] GET /api/notifications/unread-count
[2026-06-02T19:07:11.235Z] GET /api/trainer/enrollments
[2026-06-02T19:08:11.221Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:08:11.224Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:08:11.225Z] GET /api/notifications/unread-count
[2026-06-02T19:08:11.227Z] GET /api/trainer/enrollments
[2026-06-02T19:09:11.217Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:09:11.219Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:09:11.223Z] GET /api/notifications/unread-count
[2026-06-02T19:09:11.225Z] GET /api/trainer/enrollments
[2026-06-02T19:10:11.211Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:10:11.227Z] GET /api/notifications/unread-count
[2026-06-02T19:10:11.229Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:10:11.231Z] GET /api/trainer/enrollments
[2026-06-02T19:11:11.230Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:11:11.231Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:11:11.233Z] GET /api/notifications/unread-count
[2026-06-02T19:11:11.235Z] GET /api/trainer/enrollments
[2026-06-02T19:12:11.207Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:12:11.208Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:12:11.209Z] GET /api/notifications/unread-count
[2026-06-02T19:12:11.211Z] GET /api/trainer/enrollments
[2026-06-02T19:13:11.233Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:13:11.238Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:13:11.240Z] GET /api/notifications/unread-count
[2026-06-02T19:13:11.245Z] GET /api/trainer/enrollments
[2026-06-02T19:14:11.217Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:14:11.230Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:14:11.231Z] GET /api/notifications/unread-count
[2026-06-02T19:14:11.233Z] GET /api/trainer/enrollments
[2026-06-02T19:15:11.228Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:15:11.231Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:15:11.231Z] GET /api/notifications/unread-count
[2026-06-02T19:15:11.233Z] GET /api/trainer/enrollments
[2026-06-02T19:16:11.218Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:16:11.220Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:16:11.221Z] GET /api/notifications/unread-count
[2026-06-02T19:16:11.223Z] GET /api/trainer/enrollments
[2026-06-02T19:17:11.210Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:17:11.211Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:17:11.213Z] GET /api/notifications/unread-count
[2026-06-02T19:17:11.215Z] GET /api/trainer/enrollments
[2026-06-02T19:18:11.212Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:18:11.226Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:18:11.227Z] GET /api/notifications/unread-count
[2026-06-02T19:18:11.230Z] GET /api/trainer/enrollments
[2026-06-02T19:19:11.219Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:19:11.231Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:19:11.232Z] GET /api/notifications/unread-count
[2026-06-02T19:19:11.234Z] GET /api/trainer/enrollments
[2026-06-02T19:19:11.237Z] OPTIONS /api/auth/refresh
[2026-06-02T19:19:11.238Z] POST /api/auth/refresh
[2026-06-02T19:19:11.270Z] GET /api/trainer/enrollments
[2026-06-02T19:19:11.272Z] GET /api/notifications/unread-count
[2026-06-02T19:20:11.221Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:20:11.241Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:20:11.257Z] GET /api/notifications/unread-count
[2026-06-02T19:20:11.258Z] GET /api/trainer/enrollments
[2026-06-02T19:21:11.220Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:21:11.222Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:21:11.226Z] GET /api/notifications/unread-count
[2026-06-02T19:21:11.230Z] GET /api/trainer/enrollments
[2026-06-02T19:22:11.220Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:22:11.222Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:22:11.223Z] GET /api/notifications/unread-count
[2026-06-02T19:22:11.225Z] GET /api/trainer/enrollments
[2026-06-02T19:23:11.210Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:23:11.211Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:23:11.212Z] GET /api/notifications/unread-count
[2026-06-02T19:23:11.214Z] GET /api/trainer/enrollments
[2026-06-02T19:24:11.233Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:24:11.234Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:24:11.239Z] GET /api/notifications/unread-count
[2026-06-02T19:24:11.240Z] GET /api/trainer/enrollments
[2026-06-02T19:25:11.211Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:25:11.223Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:25:11.225Z] GET /api/notifications/unread-count
[2026-06-02T19:25:11.227Z] GET /api/trainer/enrollments
[2026-06-02T19:26:11.221Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:26:11.237Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:26:11.241Z] GET /api/trainer/enrollments
[2026-06-02T19:26:11.243Z] GET /api/notifications/unread-count
[2026-06-02T19:27:11.229Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:27:11.231Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:27:11.233Z] GET /api/notifications/unread-count
[2026-06-02T19:27:11.235Z] GET /api/trainer/enrollments
[2026-06-02T19:28:11.217Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:28:11.228Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:28:11.229Z] GET /api/notifications/unread-count
[2026-06-02T19:28:11.231Z] GET /api/trainer/enrollments
[2026-06-02T19:29:11.220Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:29:11.222Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:29:11.226Z] GET /api/trainer/enrollments
[2026-06-02T19:29:11.227Z] GET /api/notifications/unread-count
[2026-06-02T19:30:12.281Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:30:12.282Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:30:12.284Z] GET /api/notifications/unread-count
[2026-06-02T19:30:12.288Z] GET /api/trainer/enrollments
[2026-06-02T19:31:12.280Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:31:12.293Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:31:12.294Z] GET /api/notifications/unread-count
[2026-06-02T19:31:12.296Z] GET /api/trainer/enrollments
[2026-06-02T19:32:12.285Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:32:12.286Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:32:12.288Z] GET /api/notifications/unread-count
[2026-06-02T19:32:12.290Z] GET /api/trainer/enrollments
[2026-06-02T19:33:12.274Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:33:12.287Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:33:12.289Z] GET /api/notifications/unread-count
[2026-06-02T19:33:12.291Z] GET /api/trainer/enrollments
[2026-06-02T19:34:12.275Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:34:12.294Z] GET /api/notifications/unread-count
[2026-06-02T19:34:12.296Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:34:12.297Z] GET /api/trainer/enrollments
[2026-06-02T19:34:12.301Z] OPTIONS /api/auth/refresh
[2026-06-02T19:34:12.302Z] POST /api/auth/refresh
[2026-06-02T19:34:12.321Z] GET /api/notifications/unread-count
[2026-06-02T19:34:12.322Z] GET /api/trainer/enrollments
[2026-06-02T19:35:12.300Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:35:12.302Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:35:12.304Z] GET /api/notifications/unread-count
[2026-06-02T19:35:12.305Z] GET /api/trainer/enrollments
[2026-06-02T19:36:12.280Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:36:12.292Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:36:12.293Z] GET /api/notifications/unread-count
[2026-06-02T19:36:12.295Z] GET /api/trainer/enrollments
[2026-06-02T19:37:12.286Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:37:12.287Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:37:12.289Z] GET /api/notifications/unread-count
[2026-06-02T19:37:12.290Z] GET /api/trainer/enrollments
[2026-06-02T19:38:12.271Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:38:12.287Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:38:12.289Z] GET /api/notifications/unread-count
[2026-06-02T19:38:12.291Z] GET /api/trainer/enrollments
[2026-06-02T19:39:12.283Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:39:12.284Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:39:12.285Z] GET /api/notifications/unread-count
[2026-06-02T19:39:12.287Z] GET /api/trainer/enrollments
[2026-06-02T19:40:12.289Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:40:12.290Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:40:12.292Z] GET /api/trainer/enrollments
[2026-06-02T19:40:12.294Z] GET /api/notifications/unread-count
[2026-06-02T19:41:12.285Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:41:12.287Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:41:12.289Z] GET /api/trainer/enrollments
[2026-06-02T19:41:12.291Z] GET /api/notifications/unread-count
[2026-06-02T19:42:12.277Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:42:12.290Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:42:12.293Z] GET /api/notifications/unread-count
[2026-06-02T19:42:12.295Z] GET /api/trainer/enrollments
[2026-06-02T19:43:12.281Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:43:12.295Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:43:12.296Z] GET /api/notifications/unread-count
[2026-06-02T19:43:12.298Z] GET /api/trainer/enrollments
[2026-06-02T19:44:12.285Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:44:12.296Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:44:12.302Z] GET /api/notifications/unread-count
[2026-06-02T19:44:12.304Z] GET /api/trainer/enrollments
[2026-06-02T19:45:12.282Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:45:12.293Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:45:12.295Z] GET /api/notifications/unread-count
[2026-06-02T19:45:12.296Z] GET /api/trainer/enrollments
[2026-06-02T19:46:12.284Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:46:12.286Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:46:12.287Z] GET /api/notifications/unread-count
[2026-06-02T19:46:12.289Z] GET /api/trainer/enrollments
[2026-06-02T19:47:12.275Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:47:12.290Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:47:12.292Z] GET /api/notifications/unread-count
[2026-06-02T19:47:12.293Z] GET /api/trainer/enrollments
[2026-06-02T19:48:12.280Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:48:12.292Z] GET /api/notifications/unread-count
[2026-06-02T19:48:12.295Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:48:12.297Z] GET /api/trainer/enrollments
[2026-06-02T19:49:12.296Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:49:12.298Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:49:12.300Z] GET /api/notifications/unread-count
[2026-06-02T19:49:12.302Z] GET /api/trainer/enrollments
[2026-06-02T19:49:12.311Z] OPTIONS /api/auth/refresh
[2026-06-02T19:49:12.312Z] POST /api/auth/refresh
[2026-06-02T19:49:12.329Z] GET /api/trainer/enrollments
[2026-06-02T19:49:12.330Z] GET /api/notifications/unread-count
[2026-06-02T19:50:12.277Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:50:12.279Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:50:12.280Z] GET /api/notifications/unread-count
[2026-06-02T19:50:12.282Z] GET /api/trainer/enrollments
[2026-06-02T19:51:12.285Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:51:12.287Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:51:12.288Z] GET /api/notifications/unread-count
[2026-06-02T19:51:12.290Z] GET /api/trainer/enrollments
[2026-06-02T19:52:06.202Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:52:06.204Z] GET /api/notifications/unread-count
[2026-06-02T19:52:06.302Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:52:06.304Z] GET /api/notifications/unread-count
[2026-06-02T19:52:06.308Z] GET /api/trainer/enrollments
[2026-06-02T19:52:10.659Z] GET /api/trainer/enrollments
[2026-06-02T19:52:10.661Z] GET /api/trainer/courses
[2026-06-02T19:52:10.662Z] GET /api/auth/me
[2026-06-02T19:52:10.673Z] OPTIONS /api/auth/refresh
[2026-06-02T19:52:10.675Z] POST /api/auth/refresh
[2026-06-02T19:52:10.693Z] OPTIONS /api/trainer/courses
[2026-06-02T19:52:10.693Z] OPTIONS /api/auth/me
[2026-06-02T19:52:10.695Z] GET /api/trainer/enrollments
[2026-06-02T19:52:10.696Z] GET /api/trainer/courses
[2026-06-02T19:52:10.710Z] GET /api/auth/me
[2026-06-02T19:52:10.789Z] GET /uploads/ChatGPT%20Image%2016%20%C3%99%C2%85%C3%98%C2%A7%C3%99%C2%8A%C3%99%C2%88%202026%C3%98%C2%8C%2003_57_12%20%C3%98%C2%B5-1780259728500-23728819.png
[2026-06-02T19:52:10.817Z] GET /uploads/ChatGPT%20Image%20May%2010,%202026,%2005_25_29%20AM-1779492818866-150938748.png
[2026-06-02T19:52:10.820Z] GET /uploads/134051042116388395-1779402018739-144267436.jpg
[2026-06-02T19:52:10.823Z] GET /uploads/134051042116388395-1779401802114-227957321.jpg
[2026-06-02T19:52:10.824Z] GET /uploads/ChatGPT%20Image%20May%2010,%202026,%2002_18_26%20AM-1780274128206-852164338.png
[2026-06-02T19:52:10.825Z] GET /uploads/134051042116388395-1779402027988-142589.jpg
[2026-06-02T19:52:10.845Z] GET /uploads/AAAAA-1779488468358-348722616.png
[2026-06-02T19:52:10.846Z] GET /uploads/LOGONEW-1779540908772-313480976.png
[2026-06-02T19:52:10.847Z] GET /api/notifications/unread-count
[2026-06-02T19:52:23.320Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:52:23.337Z] GET /api/notifications/unread-count
[2026-06-02T19:52:27.409Z] GET /api/notifications/unread-count
[2026-06-02T19:52:40.635Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:52:40.640Z] GET /api/trainer/enrollments
[2026-06-02T19:52:40.853Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:52:40.855Z] GET /api/notifications/unread-count
[2026-06-02T19:53:11.286Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:53:11.288Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:53:11.289Z] GET /api/trainer/enrollments
[2026-06-02T19:53:11.291Z] GET /api/notifications/unread-count
[2026-06-02T19:53:41.281Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:53:41.283Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:53:41.284Z] GET /api/trainer/enrollments
[2026-06-02T19:53:41.288Z] GET /api/notifications/unread-count
[2026-06-02T19:53:41.708Z] GET /api/notifications/unread-count
[2026-06-02T19:54:03.074Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:54:03.081Z] GET /api/notifications/unread-count
[2026-06-02T19:54:10.635Z] OPTIONS /api/trainer/enrollments
[2026-06-02T19:54:10.639Z] GET /api/trainer/enrollments
[2026-06-02T19:54:10.851Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:54:10.853Z] GET /api/notifications/unread-count
[2026-06-02T19:54:34.994Z] OPTIONS /api/notifications/unread-count
[2026-06-02T19:54:35.018Z] GET /api/notifications/unread-count
[2026-06-02T19:54:38.956Z] GET /api/trainer/enrollments
[2026-06-02T19:54:38.959Z] GET /api/trainer/courses
[2026-06-02T19:54:38.963Z] GET /api/auth/me
[2026-06-02T19:54:38.972Z] OPTIONS /api/auth/refresh
[2026-06-02T19:54:38.975Z] POST /api/auth/refresh
[2026-06-02T19:54:39.020Z] OPTIONS /api/trainer/courses
[2026-06-02T19:54:39.022Z] OPTIONS /api/auth/me
[2026-06-02T19:54:39.022Z] OPTIONS /api/trainer/enrollments
